o,y,m,lx_kh,lx_th,cld_kh,cld_th,pt_kh,pt_th,dt_kh,dt_th,ln_th,ngay_lv,scc_dt,ds_dt,dvgt_dt,dvgt_b1053,dong_dt,son_cld,dt_lsc,bh_lsc,ds_lsc,dt_son,son_dt,gv_son,cvdv,scc_n,b_n,p_n,hs_cvdv_m,hs_scc_m,hs_b_m,hs_p_m,lx_nt,dt_nt,cld_nt,pt_nt,csi_n,csi_kg,csi_td,csi_cvdv,csi_tt,csi_clsc,csi_grx,csi_ov
HNB,2020,1,0,290,0,245.603,0,57.653,0,303.256,245.603,26,2,70.834,10.03,10.03,20.956,141.784,1012.046,295.651,162.739,141.784,141.784,6.044,1,4,1,4,1012,20.9,21,35.4,0,0,0,0,0,,,,,,,
HNB,2020,2,0,273,0,215.715,0,54.407,0,270.122,215.115,26,0.8,62.679,5.743,5.743,18.905,127.588,936.38,343.617,146.493,127.588,127.588,7.702,1,4,1,5,936.4,17.1,18.9,25.5,0,0,0,0,0,,,,,,,
HNB,2020,3,0,271,0,292.271,0,121.263,0,413.534,289.621,26,2.4,81.75,15.7,15.7,25.256,167.164,1626.053,299.857,192.421,167.164,167.164,7.873,1,4,1,5,1626.1,24.4,25.3,33.4,0,0,0,0,0,,,,,,,
HNB,2020,4,0,199,0,177.875,0,38.47,0,216.345,177.675,26,0.27,50.199,5.8,5.8,11.428,110.177,753.417,181.037,121.606,110.177,110.177,5.099,1,4,1,5,753.4,14,11.4,22,0,0,0,0,0,,,,,,,
HNB,2020,5,0,302,0,336.46,0,200.939,0,537.399,332.66,26,2.35,102.71,7.2,7.2,35.99,188.21,1551.817,522.082,224.2,188.21,188.21,8.349,1,4,1,5,1551.8,24.9,36,37.6,0,0,0,0,0,,,,,,,
HNB,2020,6,0,374,0,363.613,0,165.583,0,529.196,362.463,26,6.6,138.064,17.65,17.65,28.364,172.936,1855.296,418.612,201.3,172.936,172.936,9.214,1,4,1,5,1855.3,38.7,28.4,34.6,0,0,0,0,0,,,,,,,
HNB,2020,7,0,342,0,432.955,0,160.663,0,593.618,425.935,26,3.715,107.793,28.389,28.389,49.961,243.098,1593.422,567.272,293.058,243.098,243.098,10.686,1,4,1,5,1593.4,34,50,48.6,0,0,0,0,0,,,,,,,
HNB,2020,8,0,319,0,414.416,0,207.278,0,621.694,410.916,26,4.828,109.278,25.028,25.028,64.484,210.798,1578.893,430.702,275.282,210.798,210.798,8.052,1,4,1,5,1578.9,33.6,64.5,42.2,0,0,0,0,0,,,,,,,
HNB,2020,9,0,333,0,327.275,0,171.538,0,498.813,325.955,26,1.25,96.994,31.844,31.844,29.094,168.093,1351.13,277.056,197.187,168.093,168.093,9.604,1,4,2,5,1351.1,32.2,14.5,33.6,0,0,0,0,0,,,,,,,
HNB,2020,10,0,324,0,434.547,0,295.994,0,730.541,430.647,26,3.672,98.507,16.82,16.82,65.487,250.062,1633.227,754.002,315.549,250.062,250.062,12.775,1,4,2,5,1633.2,28.8,32.7,50,0,0,0,0,0,,,,,,,
HNB,2020,11,0,370,0,414.909,0,832.914,0,1295.301,175.019,26,11.25,121.499,32.77,32.77,51.607,245.261,1432.444,148.756,296.868,245.261,245.261,14.284,1,4,2,5,1432.4,28.2,25.8,49.1,0,0,0,0,0,,,,,,,
HNB,2020,12,0,409,0,546.325,0,896.207,0,1503.197,293.14,26,10.77,177.119,33.759,33.759,67.704,317.638,1542.111,481.82,385.342,317.638,317.638,13.797,1,4,2,5,1542.1,30.6,33.9,63.5,0,0,0,0,0,,,,,,,
HNB,2021,1,460,414,405.041,468.886,668.788,797.986,1107.093,1311.565,210.494,26,2.821,121.279,29.5,29.5,56.081,303.897,1311.564,246.532,359.978,303.897,303.897,12.803,1,4,2,5,1311.6,29,28,60.8,0,0,0,0,0,,,,,,,
HNB,2021,2,360,294,316.989,270.203,523.399,424.046,866.42,754.555,60.575,26,4.531,76.302,14.558,14.558,49.973,185.146,754.556,278.129,235.118,185.146,185.146,10.73,1,4,2,5,754.6,16.7,25,37,0,0,0,0,0,,,,,,,
HNB,2021,3,452,413,397.997,422.926,657.157,563.367,1087.839,1016.775,186.902,26,8.945,133.529,18.689,18.689,41.826,250.419,1016.375,202.701,291.844,250.019,250.019,12.623,1,4,2,5,1016.4,23.8,20.9,50,0,0,0,0,0,,,,,,,
HNB,2021,4,471,396,414.727,436.002,684.78,801.024,1133.566,1271.384,207.206,26,6.355,149.581,39.8,39.8,57.112,217.512,1270.984,275.649,274.224,217.112,217.112,10.165,1,4,2,5,1271,34.4,28.6,43.4,0,0,0,0,0,,,,,,,
HNB,2021,5,488,394,429.696,439.801,709.496,742.164,1174.481,1237.2,174.201,26,6.835,121.584,42.507,42.507,51.391,272.719,1237,183.665,323.91,272.519,272.519,13.872,1,4,2,5,1237,32.4,25.7,54.5,0,0,0,0,0,,,,,,,
HNB,2021,6,495,362,435.859,416.643,719.674,630.031,1191.328,1062.318,186.572,26,5.161,93.465,52.959,52.959,46.767,233.935,1062.318,192.614,280.699,233.935,233.935,12.009,1,4,2,5,1062.3,32.5,23.4,46.8,0,0,0,0,0,,,,,,,
HNB,2021,7,510,367,449.067,505.314,741.482,824.918,1227.429,1333.3,254.885,26,10.21,111.004,42.747,42.747,70.948,273.472,1333.299,388.491,344.42,273.472,273.472,13.248,1,4,2,5,1333.3,29.1,35.5,54.7,0,0,0,0,0,,,,,,,
HNB,2021,8,499,259,439.381,305.769,725.489,761.848,1200.955,1088.809,103.171,26,4.815,78.47,47.62,47.62,34.145,161.91,1091.101,231.498,198.01,163.315,163.315,10.348,1,4,2,5,1091.1,27.9,17.3,32.7,0,0,0,0,0,,,,,,,
HNB,2021,9,530,271,466.678,361.227,770.56,692.534,1275.564,1074.083,138.45,26,9.611,114.909,42.04,42.04,42.061,172.929,1074.083,143.507,214.989,172.929,172.929,10.967,1,4,2,5,1074.1,26,21,34.6,0,0,0,0,0,,,,,,,
HNB,2021,10,537,326,472.841,450.135,780.737,823.193,1292.411,1305.859,202.786,26,8.059,130.35,50.1,50.1,64.991,229.167,1315.706,414.729,295.355,229.937,229.937,44.22,1,4,3,5,1315.7,34.5,21.8,46,0,0,0,0,0,,,,,,,
HNB,2021,11,545,426,479.885,488.13,792.368,813.639,1311.664,1347.751,224.003,26,7.35,167.794,44.78,44.78,56.964,257.223,1347.751,474.52,314.187,257.223,257.223,64.315,1,4,3,5,1347.8,31.6,19,51.4,0,0,0,0,0,,,,,,,
